/home/apiasecz/programming/concept_drift_optimal_adaptation_FL/src/test_loss_behavior_under_drift.py:171: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(model_path))
seed: 4
policy_id: 1
setting_id: 0
pi_bar: 0.1
drift_rate: 0.01
V: 65
Round 0: Accuracy = 0.8162, Decision = False
Round 1: Accuracy = 0.8009, Decision = False
Round 2: Accuracy = 0.7905, Decision = False
Round 3: Accuracy = 0.7894, Decision = False
Round 4: Accuracy = 0.7852, Decision = False
Round 5: Accuracy = 0.7810, Decision = False
Round 6: Accuracy = 0.7720, Decision = False
Epoch 1/5, Loss: 0.8828
Epoch 2/5, Loss: 0.6523
Epoch 3/5, Loss: 0.5234
Epoch 4/5, Loss: 0.5196
Epoch 5/5, Loss: 0.4729
Round 7: Accuracy = 0.7662, Decision = True
Round 8: Accuracy = 0.7575, Decision = False
Round 9: Accuracy = 0.7566, Decision = False
Round 10: Accuracy = 0.7532, Decision = False
Round 11: Accuracy = 0.7459, Decision = False
Round 12: Accuracy = 0.7492, Decision = False
Round 13: Accuracy = 0.7422, Decision = False
Round 14: Accuracy = 0.7372, Decision = False
Round 15: Accuracy = 0.7352, Decision = False
Epoch 1/5, Loss: 0.6326
Epoch 2/5, Loss: 0.5727
Epoch 3/5, Loss: 0.5641
Epoch 4/5, Loss: 0.5248
Epoch 5/5, Loss: 0.5170
Round 16: Accuracy = 0.7316, Decision = True
Round 17: Accuracy = 0.7268, Decision = False
Epoch 1/5, Loss: 0.4824
Epoch 2/5, Loss: 0.4723
Epoch 3/5, Loss: 0.5030
