/home/apiasecz/programming/concept_drift_optimal_adaptation_FL/src/test_loss_behavior_under_drift.py:171: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(model_path))
seed: 4
policy_id: 1
setting_id: 12
pi_bar: 0.2
drift_rate: 0.003
V: 65
Round 0: Accuracy = 0.8290, Decision = False
Round 1: Accuracy = 0.8290, Decision = False
Round 2: Accuracy = 0.8290, Decision = False
Round 3: Accuracy = 0.8290, Decision = False
Round 4: Accuracy = 0.8290, Decision = False
Round 5: Accuracy = 0.8290, Decision = False
Round 6: Accuracy = 0.8290, Decision = False
Epoch 1/5, Loss: 0.7434
Epoch 2/5, Loss: 0.5405
Epoch 3/5, Loss: 0.4942
Epoch 4/5, Loss: 0.4363
Epoch 5/5, Loss: 0.3950
Round 7: Accuracy = 0.8290, Decision = True
Round 8: Accuracy = 0.7708, Decision = False
Round 9: Accuracy = 0.7708, Decision = False
Round 10: Accuracy = 0.7708, Decision = False
Epoch 1/5, Loss: 0.4662
Epoch 2/5, Loss: 0.6010
Epoch 3/5, Loss: 0.5668
Epoch 4/5, Loss: 0.5922
Epoch 5/5, Loss: 0.6393
Round 11: Accuracy = 0.7708, Decision = True
Round 12: Accuracy = 0.7535, Decision = False
Round 13: Accuracy = 0.7535, Decision = False
Epoch 1/5, Loss: 0.5457
Epoch 2/5, Loss: 0.5200
Epoch 3/5, Loss: 0.4809
Epoch 4/5, Loss: 0.4381
Epoch 5/5, Loss: 0.4461
Round 14: Accuracy = 0.7535, Decision = True
Round 15: Accuracy = 0.7543, Decision = False
Epoch 1/5, Loss: 0.3862
Epoch 2/5, Loss: 0.3704
Epoch 3/5, Loss: 0.3741
Epoch 4/5, Loss: 0.3927
Epoch 5/5, Loss: 0.4280
Round 16: Accuracy = 0.7543, Decision = True
Round 17: Accuracy = 0.7344, Decision = False
Epoch 1/5, Loss: 0.3702
Epoch 2/5, Loss: 0.3558
Epoch 3/5, Loss: 0.3659
Epoch 4/5, Loss: 0.3505
Epoch 5/5, Loss: 0.3557
Round 18: Accuracy = 0.7344, Decision = True
Round 19: Accuracy = 0.7960, Decision = False
Round 20: Accuracy = 0.7960, Decision = False
Round 21: Accuracy = 0.7960, Decision = False
Round 22: Accuracy = 0.7960, Decision = False
Round 23: Accuracy = 0.7960, Decision = False
Epoch 1/5, Loss: 0.3530
Epoch 2/5, Loss: 0.3146
Epoch 3/5, Loss: 0.3410
Epoch 4/5, Loss: 0.3188
Epoch 5/5, Loss: 0.3100
Round 24: Accuracy = 0.7960, Decision = True
Epoch 1/5, Loss: 0.2975
Epoch 2/5, Loss: 0.2721
Epoch 3/5, Loss: 0.2526
Epoch 4/5, Loss: 0.2687
Epoch 5/5, Loss: 0.2579
Round 25: Accuracy = 0.7413, Decision = True
Round 26: Accuracy = 0.7752, Decision = False
Epoch 1/5, Loss: 0.2332
Epoch 2/5, Loss: 0.2526
Epoch 3/5, Loss: 0.2312
Epoch 4/5, Loss: 0.2187
Epoch 5/5, Loss: 0.2204
Round 27: Accuracy = 0.7752, Decision = True
Round 28: Accuracy = 0.7917, Decision = False
Round 29: Accuracy = 0.7917, Decision = False
Round 30: Accuracy = 0.7917, Decision = False
Round 31: Accuracy = 0.7917, Decision = False
Round 32: Accuracy = 0.7917, Decision = False
Epoch 1/5, Loss: 0.2579
Epoch 2/5, Loss: 0.2491
Epoch 3/5, Loss: 0.2519
Epoch 4/5, Loss: 0.2249
Epoch 5/5, Loss: 0.2263
Round 33: Accuracy = 0.7917, Decision = True
Epoch 1/5, Loss: 0.2227
Epoch 2/5, Loss: 0.2130
Epoch 3/5, Loss: 0.1873
Epoch 4/5, Loss: 0.1745
Epoch 5/5, Loss: 0.1952
Round 34: Accuracy = 0.7205, Decision = True
Round 35: Accuracy = 0.7752, Decision = False
Round 36: Accuracy = 0.7752, Decision = False
Round 37: Accuracy = 0.7752, Decision = False
Round 38: Accuracy = 0.7752, Decision = False
Round 39: Accuracy = 0.7752, Decision = False
Round 40: Accuracy = 0.7752, Decision = False
Round 41: Accuracy = 0.7752, Decision = False
Round 42: Accuracy = 0.7752, Decision = False
Epoch 1/5, Loss: 0.2685
Epoch 2/5, Loss: 0.3228
