/home/apiasecz/programming/concept_drift_optimal_adaptation_FL/src/test_loss_behavior_under_drift.py:171: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(model_path))
seed: 4
policy_id: 0
setting_id: 54
pi_bar: 0.1
drift_rate: 0.01
V: 90
Round 0: Accuracy = 0.8188, Decision = 0
Round 1: Accuracy = 0.8097, Decision = 0
Round 2: Accuracy = 0.8081, Decision = 0
Round 3: Accuracy = 0.8083, Decision = 0
Round 4: Accuracy = 0.8037, Decision = 0
Round 5: Accuracy = 0.7988, Decision = 0
Round 6: Accuracy = 0.7940, Decision = 0
Round 7: Accuracy = 0.7873, Decision = 0
Round 8: Accuracy = 0.7831, Decision = 0
Round 9: Accuracy = 0.7780, Decision = 0
Round 10: Accuracy = 0.7738, Decision = 0
Round 11: Accuracy = 0.7697, Decision = 0
Round 12: Accuracy = 0.7607, Decision = 0
Round 13: Accuracy = 0.7534, Decision = 0
Round 14: Accuracy = 0.7525, Decision = 0
Round 15: Accuracy = 0.7465, Decision = 0
Round 16: Accuracy = 0.7398, Decision = 0
Round 17: Accuracy = 0.7360, Decision = 0
Round 18: Accuracy = 0.7317, Decision = 0
Round 19: Accuracy = 0.7315, Decision = 0
Round 20: Accuracy = 0.7260, Decision = 0
Round 21: Accuracy = 0.7206, Decision = 0
Round 22: Accuracy = 0.7206, Decision = 0
Round 23: Accuracy = 0.7149, Decision = 0
Round 24: Accuracy = 0.7121, Decision = 0
Round 25: Accuracy = 0.7093, Decision = 0
Round 26: Accuracy = 0.7793, Decision = 0
Round 27: Accuracy = 0.6543, Decision = 0
Round 28: Accuracy = 0.6722, Decision = 0
Round 29: Accuracy = 0.6754, Decision = 0
Round 30: Accuracy = 0.6946, Decision = 0
Round 31: Accuracy = 0.7051, Decision = 0
Round 32: Accuracy = 0.7012, Decision = 0
Round 33: Accuracy = 0.6719, Decision = 0
Round 34: Accuracy = 0.6763, Decision = 0
