/home/apiasecz/.conda/envs/cent7/2024.02-py311/cog_fl_llm_env/lib/python3.12/site-packages/torch/nn/modules/conv.py:456: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv2d(input, weight, bias, self.stride,
seed: 2
policy_id: 0
setting_id: 0
pi_bar: 0.1
drift_rate: 0.01
V: 2
Round 0: Accuracy = 0.7992, Decision = 0
Round 1: Accuracy = 0.7941, Decision = 0
Round 2: Accuracy = 0.7918, Decision = 0
Round 3: Accuracy = 0.7924, Decision = 0
Round 4: Accuracy = 0.7932, Decision = 0
Round 5: Accuracy = 0.7836, Decision = 0
Round 6: Accuracy = 0.7795, Decision = 0
Round 7: Accuracy = 0.7781, Decision = 0
Round 8: Accuracy = 0.7734, Decision = 0
Round 9: Accuracy = 0.7711, Decision = 0
Round 10: Accuracy = 0.7645, Decision = 0
Round 11: Accuracy = 0.7618, Decision = 0
Round 12: Accuracy = 0.7543, Decision = 0
Round 13: Accuracy = 0.7508, Decision = 0
Round 14: Accuracy = 0.7473, Decision = 0
Round 15: Accuracy = 0.7396, Decision = 0
Round 16: Accuracy = 0.7383, Decision = 0
Round 17: Accuracy = 0.7346, Decision = 0
Round 18: Accuracy = 0.7291, Decision = 0
Round 19: Accuracy = 0.7232, Decision = 0
Round 20: Accuracy = 0.7204, Decision = 0
Round 21: Accuracy = 0.7173, Decision = 0
Round 22: Accuracy = 0.7116, Decision = 0
Round 23: Accuracy = 0.7092, Decision = 0
Round 24: Accuracy = 0.7091, Decision = 0
Round 25: Accuracy = 0.7039, Decision = 0
Round 26: Accuracy = 0.5273, Decision = 0
Round 27: Accuracy = 0.5918, Decision = 0
Round 28: Accuracy = 0.5988, Decision = 0
Round 29: Accuracy = 0.6254, Decision = 0
Round 30: Accuracy = 0.6388, Decision = 0
Round 31: Accuracy = 0.6445, Decision = 0
Round 32: Accuracy = 0.6512, Decision = 0
Round 33: Accuracy = 0.6536, Decision = 0
Round 34: Accuracy = 0.6576, Decision = 0
Round 35: Accuracy = 0.6562, Decision = 0
Round 36: Accuracy = 0.6578, Decision = 0
Round 37: Accuracy = 0.6609, Decision = 0
Round 38: Accuracy = 0.6626, Decision = 0
Round 39: Accuracy = 0.6536, Decision = 0
Round 40: Accuracy = 0.6489, Decision = 0
Round 41: Accuracy = 0.6476, Decision = 0
Round 42: Accuracy = 0.6449, Decision = 0
Round 43: Accuracy = 0.6406, Decision = 0
Round 44: Accuracy = 0.6403, Decision = 0
Round 45: Accuracy = 0.6363, Decision = 0
Round 46: Accuracy = 0.6292, Decision = 0
Round 47: Accuracy = 0.6270, Decision = 0
Round 48: Accuracy = 0.6284, Decision = 0
Round 49: Accuracy = 0.6213, Decision = 0
Round 50: Accuracy = 0.6155, Decision = 0
Round 51: Accuracy = 0.6120, Decision = 0
Round 52: Accuracy = 0.6093, Decision = 0
Round 53: Accuracy = 0.6086, Decision = 0
Round 54: Accuracy = 0.6076, Decision = 0
Round 55: Accuracy = 0.6052, Decision = 0
Round 56: Accuracy = 0.6006, Decision = 0
Round 57: Accuracy = 0.5972, Decision = 0
Round 58: Accuracy = 0.5959, Decision = 0
Round 59: Accuracy = 0.5464, Decision = 0
Round 60: Accuracy = 0.5766, Decision = 0
Round 61: Accuracy = 0.5519, Decision = 0
Round 62: Accuracy = 0.5512, Decision = 0
Round 63: Accuracy = 0.5660, Decision = 0
Round 64: Accuracy = 0.5743, Decision = 0
Round 65: Accuracy = 0.5763, Decision = 0
Round 66: Accuracy = 0.5693, Decision = 0
Round 67: Accuracy = 0.5710, Decision = 0
Round 68: Accuracy = 0.5677, Decision = 0
Round 69: Accuracy = 0.5635, Decision = 0
Round 70: Accuracy = 0.5631, Decision = 0
