t,accuracy,loss,decision
0,0.8401,0.5977267253219777,True
1,0.831,0.3013097281360626,False
2,0.8303,0.3028967950630188,False
3,0.8295,0.3045236680698395,False
4,0.8295,0.3060773394393921,False
5,0.8292,0.22536824850170203,True
6,0.8324,0.25023772039294245,False
7,0.8324,0.2508928786039352,False
8,0.8322,0.25194999452471734,False
9,0.8322,0.2525845622062683,False
10,0.8321,0.12292312920055426,True
11,0.8573,0.09259282654047013,False
12,0.8573,0.09306141993761062,False
13,0.8573,0.09350509055137635,False
14,0.8577,0.09408224247217178,False
15,0.8577,0.08320998778588155,True
16,0.8638,0.05080791737496853,False
17,0.864,0.051440720155984165,False
18,0.864,0.05217093578279018,False
19,0.8641,0.052735680025219916,False
20,0.8643,0.06893017751300504,True
21,0.8546,0.06743283437550068,False
22,0.8545,0.0682626230314374,False
23,0.854,0.06943402103066444,False
24,0.854,0.070177597823143,False
25,0.8534,0.05675927441334352,True
26,0.8575,0.057240598887205126,False
27,0.8573,0.05751098976254463,False
28,0.8569,0.05788229516327381,False
29,0.857,0.05829159267187119,False
30,0.8571,0.0482948852968557,True
31,0.8704,0.026977890535630284,False
32,0.8703,0.027238749528229238,False
33,0.8701,0.02799091190367937,False
34,0.8699,0.028243244220614434,False
35,0.87,0.044295785930442394,True
36,0.8722,0.022884194160178305,False
37,0.8719,0.023374992952346803,False
38,0.872,0.024129056869372726,False
39,0.8716,0.024933498108685018,False
40,0.8711,0.04058640423523205,True
41,0.8652,0.023680047947317363,False
42,0.865,0.024247694932818413,False
43,0.865,0.02493263707742095,False
44,0.8644,0.02611231798071414,False
45,0.8645,0.03611592529445786,True
46,0.8627,0.02331252397037111,False
47,0.8629,0.023705656518153845,False
48,0.8632,0.024549491792637854,False
49,0.8633,0.025036527597606183,False
50,0.8627,0.03489488574365527,True
51,0.8603,0.03301437891362235,False
52,0.8599,0.03362214204236865,False
53,0.8598,0.03414251344040036,False
54,0.8599,0.035228986967951056,False
55,0.8597,0.03092451029720054,True
56,0.8673,0.014562445083702915,False
57,0.867,0.015064075617603957,False
58,0.8669,0.015253678594287485,False
59,0.867,0.015710077981548384,False
60,0.8669,0.03221978238581538,True
61,0.8629,0.03214607405766845,False
62,0.8622,0.033585053781419995,False
63,0.862,0.034323403660058975,False
64,0.8614,0.03535360654950142,False
65,0.8609,0.030423578231558536,True
66,0.8779,0.006724716895242237,False
67,0.8779,0.0067647752508235865,False
68,0.8774,0.0072569600887876,False
69,0.8773,0.0075679161794227545,False
70,0.8771,0.028412555250258226,True
71,0.8657,0.012237216493426822,False
72,0.8653,0.012784756255637622,False
73,0.865,0.013476957479310804,False
74,0.8645,0.014032436367743649,False
75,0.8642,0.030334660047088274,True
76,0.8725,0.011559836497968063,False
77,0.8725,0.012238392529657575,False
78,0.8719,0.012635628553784918,False
79,0.8713,0.013350367314259056,False
80,0.871,0.025320773242741002,True
81,0.8556,0.08877394936445868,False
82,0.8552,0.08956104315325618,False
83,0.8551,0.09022618162818254,False
84,0.8547,0.09127467747193703,False
85,0.8548,0.023327846822961445,True
86,0.8754,0.003171559436500829,False
87,0.875,0.00323930230704922,False
88,0.8749,0.0037834470880989102,False
89,0.8746,0.00419266447695787,False
90,0.8744,0.027050830849603746,True
91,0.8615,0.026542617548406124,False
92,0.8618,0.02763861072599888,False
93,0.8617,0.028148363476395606,False
94,0.8613,0.029114777589589358,False
95,0.8611,0.02387090353813549,True
96,0.8671,0.011050798299419694,False
97,0.867,0.012114745098187123,False
98,0.8672,0.013322767446188955,False
99,0.8672,0.014367661551113705,False
100,0.8665,0.023951497839276328,True
101,0.8699,0.0067808619685826126,False
102,0.8692,0.007242873967466876,False
103,0.8691,0.007748211954252911,False
104,0.8694,0.007991359156986,False
105,0.8689,0.02748191392877201,True
106,0.8624,0.015857870218325406,False
107,0.8624,0.016907692992165685,False
108,0.8619,0.017727025007158517,False
109,0.8618,0.018730688252300023,False
110,0.8617,0.023123611004019717,True
111,0.861,0.010646813990666996,False
112,0.8605,0.011285166829843074,False
113,0.8599,0.012069985065930523,False
114,0.8598,0.013252532781648915,False
115,0.8594,0.023205540722994928,True
116,0.866,0.013755441412494983,False
117,0.8659,0.015273869620041224,False
118,0.8658,0.016259892418500968,False
119,0.8661,0.01742348246724694,False
120,0.8654,0.02322206232260856,True
121,0.8617,0.007280691666447092,False
122,0.8621,0.0075851601598056735,False
123,0.8618,0.00825787461904285,False
124,0.8614,0.008885614054338076,False
125,0.8611,0.023099088211514067,True
126,0.8539,0.01700241784315556,False
127,0.8539,0.01775997473269701,False
128,0.8534,0.01845720685383305,False
129,0.8534,0.019538482652269304,False
130,0.8529,0.02508172395761399,True
131,0.8592,0.015601458001434802,False
132,0.859,0.01633634902083897,False
133,0.8588,0.017276574598946607,False
134,0.8585,0.018558571723990606,False
135,0.8577,0.02220336071948255,True
136,0.8615,0.01604944303816068,False
137,0.8608,0.017437260413900948,False
138,0.8605,0.01879563375704456,False
139,0.86,0.019927457216198964,False
140,0.86,0.02285322723874903,True
141,0.8596,0.018565457350069193,False
142,0.8594,0.02051664691858692,False
143,0.859,0.023189914639190536,False
144,0.8587,0.0246167667639954,False
145,0.8585,0.02124049939847168,True
146,0.8561,0.008381180179400835,False
147,0.8561,0.009464289745297283,False
148,0.8563,0.01045184043424786,False
149,0.856,0.011703213075890671,False
150,0.8554,0.02393303535396612,True
151,0.8525,0.012522408937709405,False
152,0.8519,0.0135482426191587,False
153,0.8513,0.015289163600094616,False
154,0.851,0.016958990005534143,False
155,0.8504,0.025484410517823276,True
