epoch,accuracy,loss
1,37.627655267715454,1.6036561727523804
2,25.12127247949441,1.886434664328893
3,36.582159002621964,1.6058586537837982
4,35.623468210299805,1.566064457098643
5,42.071333775917694,1.4622230728467305
6,46.62862544258435,1.3529392282168071
7,46.38608073194821,1.5061282416184743
8,34.46691185235977,1.7958593467871349
9,44.69209561745326,1.4446897010008495
10,47.21711625655492,1.3444522321224213
11,41.97559257348378,1.4261781175931294
12,49.04003292322159,1.4817249576250713
13,47.28349695603053,1.521292934815089
14,46.06055989861488,1.408257246017456
15,47.315410772959396,1.2871298690636952
16,58.727787931760155,1.0960287352403004
17,51.85355395078659,1.323156714439392
18,55.162377655506134,1.2029297451178234
19,55.651297171910606,1.1411940256754558
20,55.486621956030525,1.349977860848109
21,60.27496953805288,1.0775441378355026
22,60.906862715880074,1.0726754168669383
23,53.63051493962606,1.2564942836761475
24,50.08169958988825,1.353024313847224
25,63.05913031101227,0.9811905125776926
26,58.806934456030525,1.1163932581742604
27,59.687755505243935,1.0762394766012828
28,61.75449341535568,1.0455351918935776
29,56.903594732284546,1.1507947395245235
30,66.26710593700409,0.9256150076786677
31,57.19720174868902,1.1587907026211421
32,65.4833028713862,0.9610590090354284
33,64.45695459842682,1.0200896461804707
34,65.7947818438212,0.9584177682797114
35,62.29319870471954,1.0766836752494175
36,65.3709664940834,1.059594805041949
37,70.00995725393295,0.86244564751784
38,65.22288620471954,1.0006040185689926
39,65.17310043176016,1.1046864142020543
40,62.74892787138621,1.2130395621061325
41,70.74397504329681,0.8143137296040853
42,60.34135023752848,1.0882363617420197
43,69.05126670996347,0.9070363193750381
44,73.1694241364797,0.80118394891421
45,65.89179982741675,0.9799591104189554
46,71.58905267715454,0.7945309529701868
47,71.10268622636795,0.8502713292837143
48,72.42008795340857,0.8185892055432001
49,71.77032281955084,0.8445684264103571
50,72.90900746981302,0.8253131608168284
51,71.6069241364797,0.8553001681963602
52,73.46303115288416,0.7670498142639796
53,70.46696295340857,0.8207043061653773
54,70.61249017715454,0.8772195627291998
55,70.76056996981302,0.8186482985814413
56,73.00474892059961,0.761699358622233
57,65.72840114434561,1.0641641318798065
58,69.42401975393295,0.9343873659769694
59,71.21502260367075,0.8425619949897131
60,73.24857066075006,0.801410069068273
61,75.15701601902643,0.7272538145383199
62,71.93244496981302,0.7978938569625219
63,75.07276386022568,0.751256470878919
64,75.3344570597013,0.7843171829978625
65,69.32700177033743,1.000278075536092
66,68.5291568438212,1.0223280439774196
67,72.30647504329681,0.9682340174913406
68,73.21920990943909,0.9524487853050232
69,70.74269851048788,1.0281628121932347
70,73.16814760367075,0.8278790066639582
71,76.2152781089147,0.8334169487158457
72,66.30029628674188,1.177262822786967
73,74.81490025917688,0.847015326221784
74,74.52129324277243,0.7934614519278208
75,68.73978773752847,0.9781697889169058
76,77.02844192584357,0.7114954168597857
77,74.48810289303461,0.7803703770041466
78,63.44847877820333,1.4231824825207393
79,72.71241843700409,0.8174525747696558
80,72.64986733595529,0.9038335929314295
81,76.57271275917688,0.7483012999097506
82,74.47278400262198,0.7673107037941614
83,75.95230837663016,0.8249784857034683
84,67.04707940419516,1.2848021636406581
85,75.53104609251022,0.8945036282142004
