time_step,art_painting,cartoon,photo,sketch
0,0.0,0.0,1.0,0.0
1,0.0,0.0,1.0,0.0
2,0.0,0.0,1.0,0.0
3,0.0,0.0,1.0,0.0
4,0.0,0.0,1.0,0.0
5,0.0,0.0,1.0,0.0
6,0.0,0.0,1.0,0.0
7,0.0,0.0,1.0,0.0
8,0.0,0.0,1.0,0.0
9,0.0,0.0,1.0,0.0
10,0.0,0.0,1.0,0.0
11,0.0,0.0,1.0,0.0
12,0.0,0.0,1.0,0.0
13,0.0,0.0,1.0,0.0
14,0.0,0.0,1.0,0.0
15,0.0,0.0,1.0,0.0
16,0.0,0.0,1.0,0.0
17,0.0,0.0,1.0,0.0
18,0.0,0.0,1.0,0.0
19,0.0,0.0,1.0,0.0
20,0.0,0.0,1.0,0.0
21,0.0,0.0,1.0,0.0
22,0.0,0.0,1.0,0.0
23,0.0,0.0,1.0,0.0
24,0.0,0.0,1.0,0.0
25,0.0,0.0,1.0,0.0
26,0.0,0.0,1.0,0.0
27,0.0,0.0,1.0,0.0
28,0.0,0.0,1.0,0.0
29,0.0,0.0,1.0,0.0
30,0.0,0.0,1.0,0.0
31,0.0,0.0,1.0,0.0
32,0.0,0.0,1.0,0.0
33,0.0,0.0,1.0,0.0
34,0.0,0.0,1.0,0.0
35,0.0,0.0,1.0,0.0
36,0.0,0.0,1.0,0.0
37,0.0,0.0,1.0,0.0
38,0.0,0.0,1.0,0.0
39,0.0,0.0,1.0,0.0
40,0.0,0.0,1.0,0.0
41,0.0,0.0,1.0,0.0
42,0.0,0.0,1.0,0.0
43,0.0,0.0,1.0,0.0
44,0.0,0.0,1.0,0.0
45,0.0,0.0,1.0,0.0
46,0.0,0.0,1.0,0.0
47,0.0,0.0,1.0,0.0
48,0.0,0.0,1.0,0.0
49,0.0,0.0,1.0,0.0
50,0.0,0.0,1.0,0.0
51,0.0,0.0,1.0,0.0
52,0.0,0.0,1.0,0.0
53,0.0,0.0,1.0,0.0
54,0.0,0.0,1.0,0.0
55,0.0,0.0,1.0,0.0
56,0.0,0.0,0.6850551654964895,0.3149448345035105
57,0.0,0.0,0.4692545517004466,0.5307454482995534
58,0.0,0.0,0.32141176470588234,0.6785882352941176
59,0.0,0.0,0.30362302733940877,0.6963769726605913
60,0.0,0.0,0.30362302733940877,0.6963769726605913
61,0.0,0.0,0.30362302733940877,0.6963769726605913
62,0.0,0.0,0.30362302733940877,0.6963769726605913
63,0.0,0.0,0.30362302733940877,0.6963769726605913
64,0.0,0.0,0.30362302733940877,0.6963769726605913
65,0.0,0.0,0.30362302733940877,0.6963769726605913
66,0.0,0.0,0.30362302733940877,0.6963769726605913
67,0.0,0.0,0.30362302733940877,0.6963769726605913
68,0.0,0.0,0.30362302733940877,0.6963769726605913
69,0.0,0.0,0.30362302733940877,0.6963769726605913
70,0.0,0.0,0.30362302733940877,0.6963769726605913
71,0.0,0.0,0.30362302733940877,0.6963769726605913
72,0.0,0.0,0.30362302733940877,0.6963769726605913
73,0.0,0.0,0.30362302733940877,0.6963769726605913
74,0.0,0.0,0.30362302733940877,0.6963769726605913
75,0.0,0.0,0.30362302733940877,0.6963769726605913
76,0.0,0.0,0.30362302733940877,0.6963769726605913
77,0.0,0.0,0.30362302733940877,0.6963769726605913
78,0.0,0.0,0.30362302733940877,0.6963769726605913
79,0.0,0.0,0.30362302733940877,0.6963769726605913
80,0.0,0.0,0.30362302733940877,0.6963769726605913
81,0.0,0.0,0.30362302733940877,0.6963769726605913
82,0.0,0.0,0.30362302733940877,0.6963769726605913
83,0.0,0.0,0.30362302733940877,0.6963769726605913
84,0.0,0.0,0.30362302733940877,0.6963769726605913
85,0.0,0.0,0.30362302733940877,0.6963769726605913
86,0.0,0.0,0.30362302733940877,0.6963769726605913
87,0.0,0.0,0.30362302733940877,0.6963769726605913
88,0.0,0.0,0.30362302733940877,0.6963769726605913
89,0.0,0.0,0.30362302733940877,0.6963769726605913
90,0.0,0.0,0.30362302733940877,0.6963769726605913
91,0.0,0.0,0.30362302733940877,0.6963769726605913
92,0.0,0.0,0.30362302733940877,0.6963769726605913
93,0.0,0.0,0.30362302733940877,0.6963769726605913
94,0.0,0.0,0.30362302733940877,0.6963769726605913
95,0.0,0.0,0.30362302733940877,0.6963769726605913
96,0.0,0.0,0.30362302733940877,0.6963769726605913
97,0.0,0.0,0.30362302733940877,0.6963769726605913
98,0.0,0.0,0.30362302733940877,0.6963769726605913
99,0.0,0.0,0.30362302733940877,0.6963769726605913
100,0.0,0.0,0.30362302733940877,0.6963769726605913
101,0.0,0.0,0.30362302733940877,0.6963769726605913
102,0.0,0.0,0.30362302733940877,0.6963769726605913
103,0.0,0.0,0.30362302733940877,0.6963769726605913
104,0.0,0.0,0.30362302733940877,0.6963769726605913
105,0.0,0.0,0.30362302733940877,0.6963769726605913
106,0.0,0.0,0.30362302733940877,0.6963769726605913
107,0.0,0.0,0.30362302733940877,0.6963769726605913
108,0.0,0.0,0.30362302733940877,0.6963769726605913
109,0.0,0.0,0.30362302733940877,0.6963769726605913
110,0.0,0.0,0.30362302733940877,0.6963769726605913
111,0.0,0.0,0.30362302733940877,0.6963769726605913
112,0.0,0.0,0.30362302733940877,0.6963769726605913
113,0.0,0.0,0.30362302733940877,0.6963769726605913
114,0.0,0.0,0.30362302733940877,0.6963769726605913
115,0.0,0.0,0.30362302733940877,0.6963769726605913
116,0.0,0.0,0.30362302733940877,0.6963769726605913
117,0.0,0.0,0.30362302733940877,0.6963769726605913
