Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8832, Test accuracy: 0.8322
Round 0: Accuracy = 0.8321, Loss = 0.3697, Decision = 0
Round 1: Accuracy = 0.8322, Loss = 0.3695, Decision = 0
Round 2: Accuracy = 0.8323, Loss = 0.3692, Decision = 0
Round 3: Accuracy = 0.8322, Loss = 0.3689, Decision = 0
Round 4: Accuracy = 0.8324, Loss = 0.3688, Decision = 0
Round 5: Accuracy = 0.8324, Loss = 0.3687, Decision = 0
Round 6: Accuracy = 0.8325, Loss = 0.3684, Decision = 0
Round 7: Accuracy = 0.8325, Loss = 0.3683, Decision = 0
Round 8: Accuracy = 0.8324, Loss = 0.3682, Decision = 0
Round 9: Accuracy = 0.8323, Loss = 0.3680, Decision = 0
Round 10: Accuracy = 0.8323, Loss = 0.3679, Decision = 0
Round 11: Accuracy = 0.8318, Loss = 0.3678, Decision = 0
Round 12: Accuracy = 0.8318, Loss = 0.3676, Decision = 0
Round 13: Accuracy = 0.8319, Loss = 0.3676, Decision = 0
Round 14: Accuracy = 0.8317, Loss = 0.3675, Decision = 0
Round 15: Accuracy = 0.8319, Loss = 0.3672, Decision = 0
Round 16: Accuracy = 0.8318, Loss = 0.3670, Decision = 0
Round 17: Accuracy = 0.8316, Loss = 0.3668, Decision = 0
Round 18: Accuracy = 0.8317, Loss = 0.3666, Decision = 0
Round 19: Accuracy = 0.8317, Loss = 0.3666, Decision = 0
Round 20: Accuracy = 0.8317, Loss = 0.3665, Decision = 0
Round 21: Accuracy = 0.8317, Loss = 0.3663, Decision = 0
Round 22: Accuracy = 0.8317, Loss = 0.3664, Decision = 0
Round 23: Accuracy = 0.8320, Loss = 0.3663, Decision = 0
Round 24: Accuracy = 0.8320, Loss = 0.3663, Decision = 0
Round 25: Accuracy = 0.8321, Loss = 0.3664, Decision = 0
Round 26: Accuracy = 0.8322, Loss = 0.3662, Decision = 0
Round 27: Accuracy = 0.8321, Loss = 0.3662, Decision = 0
Round 28: Accuracy = 0.8323, Loss = 0.3661, Decision = 0
Round 29: Accuracy = 0.8327, Loss = 0.3663, Decision = 0
Round 30: Accuracy = 0.8327, Loss = 0.3663, Decision = 0
Round 31: Accuracy = 0.8329, Loss = 0.3661, Decision = 0
Round 32: Accuracy = 0.8331, Loss = 0.3662, Decision = 0
Round 33: Accuracy = 0.8332, Loss = 0.3663, Decision = 0
Round 34: Accuracy = 0.8331, Loss = 0.3663, Decision = 0
Round 35: Accuracy = 0.8333, Loss = 0.3664, Decision = 0
Round 36: Accuracy = 0.8334, Loss = 0.3664, Decision = 0
Round 37: Accuracy = 0.8332, Loss = 0.3664, Decision = 0
Round 38: Accuracy = 0.8334, Loss = 0.3666, Decision = 0
Round 39: Accuracy = 0.8335, Loss = 0.3666, Decision = 0
Round 40: Accuracy = 0.8334, Loss = 0.3667, Decision = 0
Round 41: Accuracy = 0.8333, Loss = 0.3669, Decision = 0
Round 42: Accuracy = 0.8331, Loss = 0.3670, Decision = 0
Round 43: Accuracy = 0.8331, Loss = 0.3668, Decision = 0
Round 44: Accuracy = 0.8332, Loss = 0.3668, Decision = 0
Round 45: Accuracy = 0.8332, Loss = 0.3669, Decision = 0
Round 46: Accuracy = 0.8332, Loss = 0.3669, Decision = 0
Round 47: Accuracy = 0.8331, Loss = 0.3670, Decision = 0
Round 48: Accuracy = 0.8331, Loss = 0.3670, Decision = 0
Round 49: Accuracy = 0.8332, Loss = 0.3670, Decision = 0
Round 50: Accuracy = 0.8332, Loss = 0.3670, Decision = 0
Round 51: Accuracy = 0.8331, Loss = 0.3670, Decision = 0
Round 52: Accuracy = 0.8332, Loss = 0.3672, Decision = 0
Round 53: Accuracy = 0.8333, Loss = 0.3671, Decision = 0
Round 54: Accuracy = 0.8333, Loss = 0.3670, Decision = 0
Round 55: Accuracy = 0.8334, Loss = 0.3669, Decision = 0
Round 56: Accuracy = 0.8334, Loss = 0.3670, Decision = 0
Round 57: Accuracy = 0.8335, Loss = 0.3669, Decision = 0
