round,accuracy,loss
0,0.5620200000190735,1.4058339504623414
1,0.56202,1.4058339604949952
2,0.562020000038147,1.4058339434051514
3,0.56202,1.4058339548492431
4,0.5620200000572204,1.4058339517974854
5,0.5620200000190735,1.4058339587783812
6,0.5620200000190735,1.405833955154419
7,0.5620199999809266,1.4058339682006835
8,0.5620200000190735,1.405833949699402
9,0.56202,1.4058339437866212
