round,accuracy,loss
0,0.3972400000286102,2.674694992828369
1,0.33756,3.1323777811431883
2,0.2910999999952316,3.484907865600586
3,0.2538999999952316,3.7703537367248536
4,0.22262000000953674,4.0089547230529785
5,0.19772,4.203701362762451
6,0.1785200000023842,4.3488237954711915
7,0.16282000000953675,4.470408168029786
8,0.15022000000476837,4.55920483001709
9,0.13986000000476836,4.636486296844482
